Company,items,industry,description
강원에너지,플랜트설비(산업용 보일러),"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1976년 설립되어 2008년 사명 변경 후 2009년 코스닥시장에 상장함. 이후 2021년 (주)강원에너지로 상호를 변경하였고 산업용 설비, 화공설비, 발전플랜트 설비를 설계·제작하는 사업을 영위하고 있음.
스팀증기발생기를 제작만하여 납품하는 생산방식이 아니라, 설계부터 시운전까지의 일괄 턴키방식으로 공급함으로써 프로젝트 확대중임.
열매체증기발생기와 관련하여 입형열매체 증기발생기의 국내특허를 보유하고 있음.
출처 : 에프앤가이드"
고려시멘트,"시멘트, 레미콘","시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
2012년 7월 20일에 설립된 동사는 시멘트 및 레미콘 제조 및 판매업을 주요사업으로 영위하고 있음.
동사는 기존 레미콘부문 자가 소비 시멘트의 매출 전환으로 시멘트사업부문 매출 증대 및 사업 역량 집중을 위하여 2019년 8월 레미콘사업부문의 생산과 판매를 중단함.
동사 전체 매출액의 10% 이상을 차지하는 주요매출처는 강동레미콘에이치에스, 일석이며 두 회사로부터 2022년 매출의 70%가량이 발생함.
출처 : 에프앤가이드"
남화토건,"건축공사, 토목공사",건물 건설업,"기업개요
동사는 1959년 토목건축 공사업을 목적으로 설립된 종합건설사임. 동사와 주요 종속회사인 남화개발은 공사수주 규모면에서 차이가 있음.
동사의 사업부문은 토목공사, 건축공사, 조경/전기공사, 기타사업 등으로 구분됨. 주요 매출(2023 1분기 기준 87.25%)은 건축공사에서 발생함.
관급공사, 민간공사 외에도 1979년 주한미군 군납수출업체 등록 제1호로 등록 후 현재까지 미군공사 수주에도 주력하고 있음.
출처 : 에프앤가이드"
동화기업,"PB, MDF, 표면재,온돌마루, 창호, 도어 등",나무제품 제조업,"기업개요
동사는 1948년 4월에 설립되었으며, 1995년 8월 7일 코스닥시장에 상장함.
MDF, PB, MFB, 화학, 건장재 사업을 영위하고 있으며, 파티클보드 및 MDF 국내 점유율 1위를 보이고 있음.
2019년 8월 전해액 등 전자재료의 제조 및 판매를 주요 사업으로 하고 있는 동화일렉트로라이트 (구,파낙스이텍)를 인수하여 2차 전지 전해액 제조 사업을 시작함.
출처 : 에프앤가이드"
듀오백,사무용 및 가정용 의자,가구 제조업,"기업개요
동사는 1987년 설립된 가정용 및 사무용 의자 생산/판매 전문기업임. 듀오백 의자를 포함하여 책상, 마사지기기 등의 인체공학 상품류를 판매하고 있음.
1995년 Duoback 이론을 도입하였고, 2004년 Duoback 이론의 특허권을 완전 취득하여 의자를 설계/생산/판매하고 있음.
주요 고객층은 일반가정, 기업체, 관공서 등이며, 경쟁업체는 퍼시스, 보루네오, 리바트, 코아스 등으로 의자부문에 국한된 경쟁을 유발하고 있음.
출처 : 에프앤가이드"
디케이락,계장용 피팅 및 밸브,일반 목적용 기계 제조업,"기업개요
동사는 1991년 설립된 계장용 Fittings＆Valves를 생산하는 제조업체로 2010년 1월 대광닛불에서 디케이락으로 상호변경.
생산제품은 조선, 해양 플랜트, 원자력, 화력, 수력 발전설비, 반도체, CNG 및 수소용 자동차 산업, 해외 정유시설의 대형 플랜트 등에 주로 사용됨.
동사는 전방산업에 사용되는 제품인 자체브랜드 DK-Lok을 300여개 거래처에 공급함. 2022년도 반기 내수와 수출비중은 28:72 임.
출처 : 에프앤가이드"
로보스타,"제조용 로봇, FPD 장비, IT부품 제조장비",특수 목적용 기계 제조업,"기업개요
동사는 1999년 직각좌표로봇과 수직다관절로봇등 산업용로봇의 개발과 제조 및 판매업을 목적으로 설립됨. 2023년 1분기말 현재 동사의 주요주주는 LG전자(33.4%)임.
동사의 사업부문은 Robot 사업 부문과 System Engineering 사업 부문으로 구분됨.
Robot 사업 부문은 전방위 산업의 제조용 로봇 공급을, System Engineering 사업 부문은 공정장비 및 로봇 기반의 자동화 솔루션을 제공하고 있음.
출처 : 에프앤가이드"
리파인,권리조사,기타 정보 서비스업,"기업개요
동사는 2002년 7월 10일 설립되어 인적 자원 및 데이터 처리 솔루션 활용을 통한 부동산 권원조사 서비스를 주된 사업으로 영위하고 있음.
동사는 채권양도방식의 보증서를 담보로 하는 전세대출에 대한 BM을 개발하고 특허를 취득하였음.
동사는 금융기관이 전세대출, 주택담보대출 등 부동산 관련 대출 및 보증상품을 판매하기 위해 실행해야 하는 권리조사 업무를 아웃소싱해 제공함.
출처 : 에프앤가이드"
삼목에스폼,"갱폼,알루미늄폼,특수폼,알루미늄압출재","구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 1985년에 설립되었으며, 주요사업은 폼사업부분, 특수사업부문, 소재사업부분으로 구성되어 있음.
건설현장의 골조공사에 소요되는 거푸집류를 생산, 판매함. 국가산업기반시설 및 국민주거 생활용인 아파트 및 주상복합건물 확충에 기여함은 물론 재래식폼의 목재사용등을 대체한 알루미늄을 주소재로 생산함.
알루미늄거푸집 시장은 경쟁업체가 증가하는 추세이며 시장의 가장 큰 경쟁요인은 생산성, 가격 및 안정적인 납기준수가 중요한 요소임.
출처 : 에프앤가이드"
서산,"레미콘,전주,고강도파일,흄관","시멘트, 석회, 플라스터 및 그 제품 제조업","기업개요
동사는 1974년 콘크리트제품(레미콘 및 2차제품) 생산 및 판매를 영위할 목적으로 설립되었음. 동사 및 연결회사의 사업부문은 콘크리트제품제조, 에너지솔루션 사업부문으로 구성됨.
콘크리트제품제조부문에서는 레미콘, 한전주, 통신주, 고강도파일, 흄관 등을 제조 및 판매하고 있음.
에너지솔루션부문의 품목은 전기자동차충전기 등이 있으나, 현재까지 사업 성과를 보이고 있지 않음. 2023년 1분기 매출액이 발생하지 않았음.
출처 : 에프앤가이드"
씨에스베어링,"풍력용 선회베어링, 산업용 선회베어링",일반 목적용 기계 제조업,"기업개요
동사의 주요사업은 풍력용 베어링 제조로, 블레이드와 로터를 연결하고 지지하는 역할을 하는 피치 베어링과 수평축 풍력 발전기의 요 시스템 중 중요한 요소 중 하나인 요 베어링을 주력 제품으로 생산함.
글로벌 풍력 터빈 기업인 GE에 14년 이상 베어링을 공급, Vestas, Siemens-Gamesa 등 글로벌 메이저 풍력 터빈 제조사와 협업을 통해 고객사 다변화 진행 중.
출처 : 에프앤가이드"
에스비비테크,"베어링, 감속기",일반 목적용 기계 제조업,"기업개요
1993년 설립 초기 초경볼 국산화 개발을 시작으로 국내 최초 세라믹 볼 베어링 국산화를 시작 및 탈일본 핵심 소부장 제품인 로봇용 감속기를 순수 국내기술로 상품화(로보드라이브)에 적용함.
진공, 고온, 부식 등 특수 환경용 베어링을 자체 기술로 생산하여 높은 품질과 경쟁력 있는 가격으로 국내외 반도체, LCD 장비 및 공정에 공급하고 있음.
동사는 2022년 10월 17일 부로 코스닥 시장에 신규 상장함.
출처 : 에프앤가이드"
에이스침대,침대,가구 제조업,"기업개요
동사는 침대, 가구제조 및 판매와 부동산 매매, 임대업을 주요 사업으로 영위하고 있음.
생산된 주요 제품 등은 직영점 또는 대리점 등에 직접 납품하고 있으며 회사의 매출은 주요 제품인 침대, 가구, 기타로 사업부문을 구분하고 있음.
내구성이 강화된 매트리스 개발 등 신제품을 개발하고 제조공정 개선 등 공정 및 품질개선을 위해 노력하고 있으며, 매트리스 개발을 위한 신규소재 개발 등 지속적으로 연구개발을 진행.
출처 : 에프앤가이드"
제일테크노스,DECK PLATE,"구조용 금속제품, 탱크 및 증기발생기 제조업","기업개요
동사는 건축용 자재를 제조하는 Deck Plate 부문, 조선용 철판을 표면처리(Shot Blast) 및 절단가공(Steel Cutting)하는 조선부문으로 사업을 영위하고 있음.
공기단축과 비용절감을 위해 Deck Plate사용이 보편화 되고있으며, 시장 규모가 꾸준하게 성장하고 있음.
건축물의 기둥(Column)과 보(Beam)를 공장에서 제작하여 현장에 설치하는 NRC 공법은 DECK PLATE 수주에 시너지 효과를 기대함.
출처 : 에프앤가이드"
지투파워,"수·배전반, 태양광발전시스템, 인버터(PCS)","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","기업개요
동사는 2010년 12월 17일에 설립되어 CMD(상태감시진단) 기술을 기반으로 한 수배전반, 태양광발전시스템 등의 제조 및 설치사업을 영위하고 있음.
동사의 CMD기술은 IoT(사물인터넷), AI(인공지능), ICT(정보통신)가 적용된 EMS의 일종으로 정부로부터 신기술로 인정받았으며 공공기관에 대한 공급이 매출의 대부분의 차지함.
주요 제품은 수배전반, 태양광발전시스템, 인버터(PCS) 등으로 구성되어 있음.
출처 : 에프앤가이드"
진성티이씨,트랙롤라. 플로팅 씰,특수 목적용 기계 제조업,"기업개요
1975년 2월 건설중장비 부품 제조를 영위할 목적으로 신생산업사로 설립되어 1982년 4월 28일 법인 전환되었으며 2000년 7월 18일에 코스닥시장에 주식을 상장함.
동사가 속한 산업은 건설중장비의 하부주행체부품 시장으로 그 중에서도 Roller류를 전문적으로 생산하는 무한궤도식 하부주행체 제조관련 산업임.
주요 매출처로는 Caterpillar, Hitachi, HD현대인프라코어, 밥캣 등이 있음.
출처 : 에프앤가이드"
케이피에프,볼트류,기타 금속 가공제품 제조업,"기업개요
동사는 한국볼트 사명으로 1963년 10월 1일 설립되었으며, 1994년 12월 19일 코스닥시장에 상장함. 2006년 자동차부품 사업으로 확장하면서 사명을 케이피에프로 변경하였음.
동사는 볼트·너트류, 자동차용 단조부품, 선박용 케이블 등에 대한 제조판매업을 주요 사업으로 하고 있음.
화스너제품은 건설, 장비, 플랜트 산업 등 기간산업에 기본적으로 사용되는 필수제품이며 각 산업별로 특화된 제품을 중심으로 시장이 형성되어 있음.
출처 : 에프앤가이드"
태웅로직스,"3자물류주선 (복합운송, 프로젝트운송, CIS운송 등)",기타 운송관련 서비스업,"기업개요
동사는 1996년 1월에 설립되어 국제물류주선업을 영업목적으로 하고 있음.
20여년간 거래한 석유화학관련 대기업들을 주요 매출처로 확보하고 있으며, 지속적인 거래를 통한 노하우를 축적, 인적, 물적 인프라를 구축하여 안정적인 물량을 확보하고 있음.
또한, 2020년 지엘에스코리아를 인수하여 해외이주화물 및 전시화물 운송사업에 진출하였고, 주요고객들에게 해외이주 및 전시화물 운송 서비스를 제공할 수 있게 되었음.
출처 : 에프앤가이드"
CJ대한통운,"Contract Logistics, 포워딩, 항만하역, 해운, 택배국제특송, SCM Consulting",도로 화물 운송업,"기업개요
1930년 11월에 설립되어 CL사업부문, 택배사업부문, 글로벌사업부문, 건설사업부문을 주된 사업부문으로 영위함.
국내 유일의 직영 조직과 3만 개의 택배 취급점, 약 2만 명의 배송기사를 확보하고 최근 물류센터 자동화 및 무인화를 적용하고 있음.
매출구성은 글로벌사업부문 36.9%, 택배사업부문 32.44%, CL사업부문 24.2%, 건설사업부문 6.46%로 이루어져 있음.
출처 : 에프앤가이드"
